time,Obj1,Obj2,Obj3,
2024-05-08 15:29:29:420,AheadCar_0_0 x=335040.8125 y=428191.375 z=119.748001,
2024-05-08 15:29:29:445,AheadCar_0_0 x=335017.5625 y=428163.03125 z=120.041,
2024-05-08 15:29:29:470,AheadCar_0_0 x=334992.3125 y=428132.25 z=120.453003,
2024-05-08 15:29:29:495,AheadCar_0_0 x=334967.84375 y=428102.4375 z=120.851997,
2024-05-08 15:29:29:520,AheadCar_0_0 x=334943.5 y=428072.8125 z=121.248001,
2024-05-08 15:29:29:545,AheadCar_0_0 x=334919.59375 y=428043.6875 z=121.638,
2024-05-08 15:29:29:570,AheadCar_0_0 x=334893.5 y=428011.9375 z=122.063004,
2024-05-08 15:29:29:595,AheadCar_0_0 x=334870.75 y=427984.21875 z=122.433998,
2024-05-08 15:29:29:620,AheadCar_0_0 x=334843.5 y=427951.0625 z=122.876999,
2024-05-08 15:29:29:645,AheadCar_0_0 x=334843.5 y=427951.0625 z=122.876999,
2024-05-08 15:29:29:670,AheadCar_0_0 x=334808.8125 y=427908.875 z=123.442001,SidewaysCar_0_0 x=335750.84375 y=430053.75 z=95.445,
2024-05-08 15:29:29:695,AheadCar_0_0 x=334782.5 y=427876.90625 z=123.870003,SidewaysCar_0_0 x=335749.90625 y=430052.53125 z=95.460999,
2024-05-08 15:29:29:720,AheadCar_0_0 x=334757.90625 y=427847.0 z=124.269997,SidewaysCar_0_0 x=335748.8125 y=430051.0625 z=95.480003,
2024-05-08 15:29:29:745,AheadCar_0_0 x=334733.8125 y=427817.71875 z=124.661003,SidewaysCar_0_0 x=335747.5 y=430049.34375 z=95.501999,
2024-05-08 15:29:29:770,AheadCar_0_0 x=334708.78125 y=427787.28125 z=125.068001,SidewaysCar_0_0 x=335745.84375 y=430047.1875 z=95.528999,
2024-05-08 15:29:29:795,AheadCar_0_0 x=334682.75 y=427755.71875 z=125.459999,SidewaysCar_0_0 x=335743.90625 y=430044.625 z=95.561996,
